Title,Recommendations
Code:Realize - Guardian of Rebirth,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V', 'Persona 5']"
Civilization III: Conquests,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us', 'Call of Duty: Modern Warfare 3']"
Turok 2: Seeds of Evil,"['Portal 2', 'The Legend of Zelda: Breath of the Wild', 'BioShock Infinite', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim']"
Path of Exile,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Diablo III', 'Torchlight II', '""Uncharted 4: A Thiefs End""']"
OlliOlli2: Welcome to Olliwood,"['Portal 2', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Call of Duty: Modern Warfare 3', 'The Legend of Zelda: Breath of the Wild']"
Assassin's Creed II,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
Forza Motorsport 7,"['""Uncharted 4: A Thiefs End""', 'Forza Horizon 2', 'Forza Motorsport 6', 'Forza Motorsport 3', 'Grand Theft Auto V']"
Lovers in a Dangerous Spacetime,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""']"
NHL 08,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'NHL 11', 'NHL 10']"
Mortal Kombat X,"['The Witcher 3: Wild Hunt', 'Mortal Kombat', 'The Last of Us', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""']"
Gunman Clive HD Collection,"['The Legend of Zelda: Skyward Sword', 'Super Mario 3D World', 'Super Smash Bros. for Wii U', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""']"
Persona 4 Arena,"['Persona 5', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'Persona 4 Golden', 'The Witcher 3: Wild Hunt']"
Viewtiful Joe 2,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite', 'The Legend of Zelda: Breath of the Wild']"
Day of the Tentacle Remastered,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Last of Us']"
Xenoblade Chronicles 3D,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Fire Emblem Fates: Birthright,"['The Witcher 3: Wild Hunt', 'The Last of Us', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'Fire Emblem: Awakening']"
The Legend of Zelda: Twilight Princess HD,"['The Legend of Zelda: Skyward Sword', 'The Legend of Zelda: Twilight Princess', 'The Legend of Zelda: Breath of the Wild', 'The Legend of Zelda: Ocarina of Time', 'Super Mario 3D World']"
Dark Souls Remastered,"['Dark Souls: Prepare to Die Edition', 'Bloodborne', 'Dark Souls', 'Nioh', 'Portal 2']"
The Legend of Heroes: Trails of Cold Steel,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'God of War', 'BioShock Infinite', 'Persona 5']"
Resogun: Heroes,"['Portal 2', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
Allegiance,"['The Legend of Zelda: Breath of the Wild', 'Portal 2', 'The Elder Scrolls V: Skyrim', 'Minecraft', 'The Witcher 3: Wild Hunt']"
Monster Hunter Generations,"['The Witcher 3: Wild Hunt', 'Monster Hunter 4 Ultimate', 'Monster Hunter 3 Ultimate', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""']"
Radiant Historia,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us', '""Uncharted 4: A Thiefs End""']"
Shantae: Risky's Revenge,"['""Shantae: Riskys Revenge""', '""Shantae and the Pirates Curse""', 'God of War', 'Shantae: Half-Genie Hero', 'Undertale']"
Castlevania: Portrait of Ruin,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite']"
Tom Clancy's Splinter Cell: Conviction,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', '""Tom Clancys Splinter Cell: Blacklist""']"
Aggressive Inline,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Persona 5', 'Call of Duty: Modern Warfare 3']"
Cities: Skylines,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite', 'Grand Theft Auto V']"
Project Gotham Racing 4,"['Grand Theft Auto V', 'Gran Turismo 5', 'Burnout 3: Takedown', 'Forza Horizon 2', 'The Elder Scrolls V: Skyrim']"
Metroid Prime: Hunters,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Thumper,"['The Witcher 3: Wild Hunt', 'The Last of Us', 'Portal 2', 'Rock Band 3', 'Rhythm Heaven Megamix']"
Metroid: Samus Returns,"['Metroid Prime', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""']"
Dragon Quest VIII: Journey of the Cursed King,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Skyward Sword', 'Persona 5']"
Ni no Kuni: Wrath of the White Witch,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
The Wolf Among Us: Episode 1 - Faith,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'BioShock Infinite', 'Grand Theft Auto V']"
UFC Undisputed 2010,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Persona 5', 'UFC Undisputed 3']"
Bad Request,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Falcon 4.0,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Super Mario 3D World', 'Super Smash Bros. for Wii U']"
Tom Clancy's Rainbow Six,"['""Tom Clancys Rainbow Six Vegas""', '""Tom Clancys Rainbow Six""', 'Battlefield 3', 'Team Fortress 2', 'Call of Duty 4: Modern Warfare']"
Oddworld: Abe's Oddysee,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Ocarina of Time']"
Legend of Grimrock II,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Skyward Sword', '""Uncharted 4: A Thiefs End""']"
Madden NFL 09,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'Madden NFL 13']"
The Sly Collection,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Persona 5', 'The Legend of Zelda: Breath of the Wild']"
Tatsunoko vs. Capcom: Ultimate All-Stars,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
"Sam & Max Episode 205: What's New, Beelzebub?","['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'Portal 2', 'Mass Effect 3', 'The Legend of Zelda: Skyward Sword']"
Daxter,"['The Last of Us', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild']"
Hearthstone: Whispers of the Old Gods,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us']"
MLB 08: The Show,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
Unreal Championship 2: The Liandri Conflict,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'Portal 2', 'The Elder Scrolls V: Skyrim']"
Yakuza 0,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Yakuza 6: The Song of Life']"
Battlefield 4,"['""Uncharted 4: A Thiefs End""', 'Battlefield 3', 'Battlefield 1', 'Battlefield: Bad Company 2', 'The Witcher 3: Wild Hunt']"
Tom Clancy's Rainbow Six: Vegas,"['The Witcher 3: Wild Hunt', 'Half-Life', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Quake']"
Super Street Fighter IV: 3D Edition,"['Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Super Smash Bros. Brawl', 'Battlefield 3']"
City of Heroes,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim']"
Mass Effect 3: Special Edition,"['Super Mario 3D World', 'Super Smash Bros. for Wii U', 'The Legend of Zelda: Breath of the Wild', 'The Legend of Zelda: Skyward Sword', 'Super Smash Bros. Brawl']"
Castle Crashers,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V']"
Pokemon Pearl Version,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Portal 2', 'The Legend of Zelda: Breath of the Wild', 'Pokemon X']"
Lara Croft and the Guardian of Light,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""']"
SWAT 4,"['Grand Theft Auto V', 'Battlefield 3', 'The Last of Us', '""Uncharted 4: A Thiefs End""', 'Halo 5: Guardians']"
Clive Barker's Undying,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Rollcage Stage II,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
EverQuest,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
F-Zero X,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'Battlefield 3']"
Trials Evolution: Origin of Pain,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Portal 2', 'Call of Duty: Modern Warfare 3', 'The Legend of Zelda: Breath of the Wild']"
Pillars of Eternity: Complete Edition,"['The Witcher 3: Wild Hunt', 'Persona 5', 'DOOM', 'God of War', 'The Witcher 2: Assassins of Kings']"
Bravely Default,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Far Cry Instincts,"['""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us']"
"Warhammer 40,000: Dawn of War II","['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Paradigm,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild']"
Tekken Tag Tournament,"['The Witcher 3: Wild Hunt', 'Tekken Tag Tournament 2', 'The Last of Us', '""Uncharted 4: A Thiefs End""', 'Tekken 7']"
Onimusha 3: Demon Siege,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us', 'BioShock Infinite']"
Red Faction: Guerrilla,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V']"
Final Fantasy X-2,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Battlerite,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Grand Theft Auto V']"
Command & Conquer 3: Tiberium Wars,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'BioShock Infinite', 'The Last of Us', 'Metal Gear Solid 4: Guns of the Patriots']"
Madden NFL 10,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Call of Duty: Modern Warfare 3', 'Portal 2']"
Assassin's Creed III,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', '""Assassins Creed IV: Black Flag""']"
Astro Boy: Omega Factor,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'God of War', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim']"
Life is Strange,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
Nioh: Bloodshed's End,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Bloodborne', 'God of War', 'The Legend of Zelda: Breath of the Wild']"
Out of the Park Baseball 13,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Out of the Park Baseball 14', 'The Legend of Zelda: Breath of the Wild']"
World Series Baseball,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Wizardry 8,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'Persona 5', 'The Last of Us', '""Uncharted 4: A Thiefs End""']"
Aliens Versus Predator 2,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'Alien: Isolation', 'Half-Life', 'The Elder Scrolls V: Skyrim']"
Operation Flashpoint: Cold War Crisis,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us']"
Rumble Racing,"['Burnout 3: Takedown', 'Forza Horizon 2', 'Gran Turismo 5', 'Grand Theft Auto V', 'Street Fighter V: Arcade Edition']"
Metal Slug X,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Tropico,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Giants: Citizen Kabuto,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Legend of Zelda: Breath of the Wild']"
Dead or Alive 4,"['Super Smash Bros. Brawl', 'The Witcher 3: Wild Hunt', 'The Last of Us', 'Grand Theft Auto V', 'Mortal Kombat']"
NASCAR SimRacing,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Call of Duty: Modern Warfare 3', 'God of War', 'The Legend of Zelda: Breath of the Wild']"
Pure,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
LocoRoco 2,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'God of War', '""Uncharted 4: A Thiefs End""']"
The Lord of the Rings Online: Mines of Moria,"['The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Rift', 'Age of Conan: Hyborian Adventures', 'Call of Duty: Modern Warfare 3']"
SoulCalibur IV,"['The Witcher 3: Wild Hunt', 'Super Smash Bros. Brawl', 'SoulCalibur II', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""']"
Kingdom Hearts,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
The Binding of Isaac: Afterbirth,"['Portal 2', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Call of Duty: Modern Warfare 3']"
Amnesia: The Dark Descent,"['The Last of Us', 'Resident Evil 7: biohazard', 'Resident Evil 4', 'Alien: Isolation', 'The Witcher 3: Wild Hunt']"
Project Gotham Racing,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild']"
Fable,"['The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'Call of Duty: Modern Warfare 3']"
Forza Horizon,"['Forza Horizon 2', 'Gran Turismo 5', 'Forza Motorsport 6', 'Grand Theft Auto V', 'Burnout 3: Takedown']"
Chaos Reborn,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'Battlefield 3']"
Assassin's Creed Origins,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', '""Assassins Creed IV: Black Flag""']"
GTR: FIA GT Racing Game,"['Gran Turismo 5', 'Project CARS', 'DiRT Rally', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""']"
Shadow Hearts: Covenant,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Persona 5', 'Grand Theft Auto V']"
Rogue Legacy,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Portal 2']"
Syphon Filter: Logan's Shadow,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'Battlefield 3']"
Football Manager 2011,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Portal 2', 'Grand Theft Auto V']"
Dust: An Elysian Tail,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite', 'The Last of Us', 'Persona 5']"
NBA Live 2005,"['The Witcher 3: Wild Hunt', 'The Last of Us', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim']"
South Park: The Stick of Truth,"['The Last of Us', 'Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""']"
Yakuza Kiwami 2,"['Yakuza 0', 'Yakuza 6: The Song of Life', 'Yakuza Kiwami', '""Uncharted 4: A Thiefs End""', 'Yakuza 5']"
Fire Emblem: The Sacred Stones,"['Fire Emblem: Awakening', 'The Legend of Zelda: Breath of the Wild', 'Fire Emblem Echoes: Shadows of Valentia', 'The Witcher 3: Wild Hunt', 'The Last of Us']"
Dark Souls: Prepare to Die Edition,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
The Binding of Isaac: Afterbirth +,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V']"
Shadow Tactics: Blades of the Shogun,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Portal 2', 'Call of Duty: Modern Warfare 3']"
Super Smash Bros. for Nintendo 3DS,"['Super Smash Bros. for Wii U', 'Super Smash Bros. Brawl', 'Kid Icarus: Uprising', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""']"
Medieval II: Total War Kingdoms,"['Portal 2', 'Starcraft II: Wings of Liberty', 'Destiny: The Taken King', 'Halo 4', 'Call of Duty: Modern Warfare 3']"
Call of Duty: World at War,"['The Witcher 3: Wild Hunt', 'Call of Duty: Modern Warfare 3', 'Battlefield 3', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""']"
DJMax Respect,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Portal 2', '""Uncharted 4: A Thiefs End""']"
Resogun: Defenders,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'God of War', '""Uncharted 4: A Thiefs End""', 'Minecraft']"
The Legend of Zelda: Four Swords Anniversary Edition,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Skyward Sword', 'The Legend of Zelda: Ocarina of Time']"
Peggle Deluxe,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild']"
WWE SmackDown! Here Comes the Pain,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
Hot Shots Golf 3,"['Call of Duty: Modern Warfare 3', 'The Elder Scrolls V: Skyrim', 'Persona 4 Golden', 'Grand Theft Auto: San Andreas', 'Battlefield: Bad Company 2']"
Monopoly Tycoon,"['The Last of Us', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Portal 2', 'The Legend of Zelda: Breath of the Wild']"
